
[2021-05-26 12:32:22,e5e4,102,89826,3274786,21072,3332997,3374667
[2021-05-26 12:32:23,e5e4,103,90587,3306793,21339,3365498,3407435
[2021-05-26 12:32:24,e5e4,104,91114,3339034,21429,3398176,3440203
[2021-05-26 12:32:25,e5e4,105,91647,3371269,21519,3430854,3472971
[2021-05-26 12:32:26,e5e4,106,92436,3403248,21814,3463327,3505739
[2021-05-26 12:32:27,e5e4,107,93249,3435203,22084,3495826,3538507
[2021-05-26 12:32:28,e5e4,108,93908,3467312,22263,3528415,3571275
[2021-05-26 12:32:29,e5e4,109,94459,3499529,22353,3561093,3604043
[2021-05-26 12:32:30,e5e4,110,95290,3531466,22629,3593585,3636811
[2021-05-26 12:32:31,e5e4,111,95826,3563698,22719,3626262,3669579
[2021-05-26 12:32:32,e5e4,112,96365,3595927,22808,3658942,3702347
[2021-05-26 12:32:33,e5e4,113,96906,3628154,22898,3691620,3735115
[2021-05-26 12:32:34,e5e4,114,97449,3660379,22987,3724299,3767883
[2021-05-26 12:32:35,e5e4,115,98108,3692488,23167,3756887,3800651
[2021-05-26 12:32:36,e5e4,116,98763,3724601,23347,3789475,3833419
[2021-05-26 12:32:37,e5e4,117,99307,3756825,23437,3822153,3866187
[2021-05-26 12:32:38,e5e4,118,100012,3788888,23707,3854651,3898955
[2021-05-26 12:32:39,e5e4,119,100538,3821130,23886,3887240,3931723
[2021-05-26 12:32:40,e5e4,120,101216,3853221,24155,3919739,3964492
[2021-05-26 12:32:41,e5e4,121,101635,3885570,24245,3952417,3997259
[2021-05-26 12:32:42,e5e4,122,102200,3917773,24449,3984981,4030028
[2021-05-26 12:32:43,e5e4,123,102769,3949972,24627,4017571,4062795
[2021-05-26 12:32:44,e5e4,124,103201,3982308,24716,4050250,4095563
[2021-05-26 12:32:45,e5e4,125,103954,4014323,24985,4082749,4128332
[2021-05-26 12:32:46,e5e4,126,104488,4046557,25075,4115427,4161100
[2021-05-26 12:32:47,e5e4,127,105131,4078682,25253,4148017,4193868
[2021-05-26 12:32:48,e5e4,128,105658,4110923,25342,4180696,4226636
[2021-05-26 12:32:49,e5e4,129,106188,4143161,25431,4213375,4259404
[2021-05-26 12:32:50,e5e4,130,106749,4175368,25520,4246054,4292172
[2021-05-26 12:32:51,e5e4,131,107278,4207607,25609,4278733,4324940
[2021-05-26 12:32:52,e5e4,132,107808,4239845,25698,4311412,4357708
[2021-05-26 12:32:53,e5e4,133,108792,4271629,26145,4343733,4390476
[2021-05-26 12:32:54,e5e4,134,109319,4303870,26234,4376412,4423244
[2021-05-26 12:32:55,e5e4,135,109850,4336107,26323,4409091,4456012
[2021-05-26 12:32:56,e5e4,136,110382,4368343,26412,4441770,4488780
[2021-05-26 12:32:57,e5e4,137,111146,4400347,26679,4474271,4521548
[2021-05-26 12:32:58,e5e4,138,111678,4432583,26768,4506950,4554316
[2021-05-26 12:32:59,e5e4,139,112244,4464785,26857,4539629,4587084
[2021-05-26 12:33:00,e5e4,140,113386,4496411,27393,4571861,4619852
[2021-05-26 12:33:01,e5e4,141,114033,4528532,27572,4604450,4652620
[2021-05-26 12:33:02,e5e4,142,114679,4560654,27750,4637040,4685388
[2021-05-26 12:33:03,e5e4,143,115437,4592664,28017,4669541,4718156
[2021-05-26 12:33:04,e5e4,144,115969,4624900,28107,4702219,4750924
[2021-05-26 12:33:05,e5e4,145,116514,4657123,28197,4734897,4783692
[2021-05-26 12:33:06,e5e4,146,117648,4688757,28735,4767127,4816460
[2021-05-26 12:33:07,e5e4,147,118295,4720878,28914,4799716,4849228
[2021-05-26 12:33:08,e5e4,149,119470,4785239,29183,4864983,4914764
[2021-05-26 12:33:10,e5e4,150,120150,4817327,29362,4897573,4947532
[2021-05-26 12:33:11,e5e4,151,120686,4849560,29451,4930252,4980301
[2021-05-26 12:33:12,e5e4,152,121510,4881503,29745,4962726,5013068
[2021-05-26 12:33:13,e5e4,153,123466,4912315,30975,4994264,5045836
[2021-05-26 12:33:14,e5e4,154,124141,4944408,31154,5026853,5078604
[2021-05-26 12:33:15,e5e4,157,125765,5041088,31424,5124887,5176908
[2021-05-26 12:33:18,
